GP,Year,Driver,Team,DriverPointsBefore,TeamPointsBefore,DriverRecentForm,TeamRecentForm,QualifyingTime (s),AvgRaceTime (s),StartPosition,EndPosition
Monaco Grand Prix,2023,PIA,McLaren,4.0,14.0,12.666666666666666,15.666666666666666,72.395,84.90617105263158,11.0,10.0
Monaco Grand Prix,2023,BOT,Alfa Romeo,4.0,6.0,14.0,16.0,72.625,85.05301315789472,15.0,11.0
Monaco Grand Prix,2023,DEV,AlphaTauri,0.0,2.0,17.666666666666668,16.333333333333332,72.428,85.47168421052632,12.0,12.0
Monaco Grand Prix,2023,ZHO,Alfa Romeo,2.0,6.0,14.666666666666666,16.0,73.523,85.32956578947369,19.0,13.0
Monaco Grand Prix,2023,ALB,Williams,1.0,1.0,15.0,16.666666666666668,72.527,85.7443947368421,13.0,14.0
Monaco Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,10.333333333333334,16.333333333333332,72.082,85.97610666666667,9.0,15.0
Monaco Grand Prix,2023,PER,Red Bull Racing,96.0,207.0,2.6666666666666665,1.6666666666666667,73.85,86.17085333333334,20.0,16.0
Monaco Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,13.0,14.0,73.279,86.13858666666667,18.0,17.0
Monaco Grand Prix,2023,SAR,Williams,0.0,1.0,17.333333333333332,16.666666666666668,73.113,86.76365333333334,16.0,18.0
Monaco Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,13.333333333333334,14.0,73.27,86.2692794117647,17.0,19.0
Monaco Grand Prix,2023,STR,Aston Martin,26.0,98.0,7.666666666666667,7.333333333333333,72.623,80.42132692307692,14.0,20.0
Spanish Grand Prix,2023,VER,Red Bull Racing,136.0,232.0,1.3333333333333333,6.333333333333333,72.272,79.90776923076923,1.0,1.0
Spanish Grand Prix,2023,HAM,Mercedes,66.0,110.0,5.333333333333333,5.0,72.818,80.24083076923077,4.0,2.0
Spanish Grand Prix,2023,RUS,Mercedes,44.0,110.0,5.666666666666667,5.0,73.447,80.3353076923077,12.0,3.0
Spanish Grand Prix,2023,PER,Red Bull Racing,96.0,232.0,6.333333333333333,6.333333333333333,73.334,80.35995384615384,11.0,4.0
Spanish Grand Prix,2023,SAI,Ferrari,44.0,79.0,6.0,7.0,72.734,80.59421538461538,2.0,5.0
Spanish Grand Prix,2023,STR,Aston Martin,26.0,116.0,13.0,11.333333333333334,72.994,80.85416923076923,5.0,6.0
Spanish Grand Prix,2023,ALO,Aston Martin,90.0,116.0,3.0,11.333333333333334,73.507,80.83120000000001,8.0,7.0
Spanish Grand Prix,2023,OCO,Alpine,21.0,35.0,9.0,6.333333333333333,73.083,80.92389230769231,6.0,8.0
Spanish Grand Prix,2023,ZHO,Alfa Romeo,2.0,6.0,16.0,13.333333333333334,73.521,80.92824615384616,13.0,9.0
Spanish Grand Prix,2023,GAS,Alpine,14.0,35.0,9.666666666666666,6.333333333333333,72.816,80.92195384615384,10.0,10.0
Spanish Grand Prix,2023,LEC,Ferrari,35.0,79.0,5.333333333333333,7.0,74.079,80.87029230769231,19.0,11.0
Spanish Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,12.0,15.0,74.477,80.8848,15.0,12.0
Spanish Grand Prix,2023,PIA,McLaren,5.0,17.0,13.333333333333334,12.666666666666666,73.682,81.1271875,9.0,13.0
Spanish Grand Prix,2023,DEV,AlphaTauri,0.0,2.0,16.666666666666668,15.0,74.083,81.11671875,14.0,14.0
Spanish Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,16.333333333333332,17.0,73.229,81.345375,7.0,15.0
Spanish Grand Prix,2023,ALB,Williams,1.0,1.0,13.333333333333334,17.333333333333332,74.063,81.458953125,18.0,16.0
Spanish Grand Prix,2023,NOR,McLaren,12.0,17.0,11.666666666666666,12.666666666666666,72.792,81.51409375,3.0,17.0
Spanish Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,14.0,17.0,74.042,81.637921875,17.0,18.0
Spanish Grand Prix,2023,BOT,Alfa Romeo,4.0,6.0,14.0,13.333333333333334,73.977,81.800359375,16.0,19.0
Spanish Grand Prix,2023,SAR,Williams,0.0,1.0,18.0,17.333333333333332,74.699,81.8018125,20.0,20.0
Canadian Grand Prix,2023,VER,Red Bull Racing,161.0,269.0,1.0,7.0,85.858,80.51113043478261,1.0,1.0
Canadian Grand Prix,2023,ALO,Aston Martin,96.0,130.0,4.0,11.0,87.286,80.6235652173913,2.0,2.0
Canadian Grand Prix,2023,HAM,Mercedes,84.0,143.0,4.0,3.3333333333333335,87.627,80.70344927536233,3.0,3.0
Canadian Grand Prix,2023,LEC,Ferrari,35.0,89.0,8.0,8.0,80.615,80.70144927536231,10.0,4.0
Canadian Grand Prix,2023,SAI,Ferrari,54.0,89.0,6.0,8.0,89.294,80.71892753623187,11.0,5.0
Canadian Grand Prix,2023,PER,Red Bull Racing,108.0,269.0,7.333333333333333,7.0,80.959,81.13973913043478,12.0,6.0
Canadian Grand Prix,2023,ALB,Williams,1.0,1.0,14.666666666666666,18.0,78.725,81.30414492753623,9.0,7.0
Canadian Grand Prix,2023,OCO,Alpine,25.0,40.0,6.666666666666667,8.333333333333334,87.945,81.35757971014492,6.0,8.0
Canadian Grand Prix,2023,STR,Aston Martin,34.0,130.0,12.666666666666666,11.0,81.484,81.31926086956521,16.0,9.0
Canadian Grand Prix,2023,BOT,Alfa Romeo,4.0,8.0,14.333333333333334,13.666666666666666,81.821,81.31391304347827,14.0,10.0
Canadian Grand Prix,2023,PIA,McLaren,5.0,17.0,14.0,13.333333333333334,91.349,81.39110144927535,8.0,11.0
Canadian Grand Prix,2023,GAS,Alpine,15.0,40.0,8.333333333333334,8.333333333333334,82.886,81.33805797101449,15.0,12.0
Canadian Grand Prix,2023,NOR,McLaren,12.0,17.0,14.333333333333334,13.333333333333334,88.046,81.35669565217391,7.0,13.0
Canadian Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,12.666666666666666,13.666666666666666,82.746,81.19557971014493,19.0,14.0
Canadian Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,15.666666666666666,17.333333333333332,87.102,81.88508823529412,5.0,15.0
Canadian Grand Prix,2023,ZHO,Alfa Romeo,4.0,8.0,12.666666666666666,13.666666666666666,83.342,81.79135294117647,20.0,16.0
Canadian Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,15.666666666666666,17.333333333333332,81.678,82.59677941176471,13.0,17.0
Canadian Grand Prix,2023,DEV,AlphaTauri,0.0,2.0,14.666666666666666,13.666666666666666,83.137,82.65880882352941,17.0,18.0
Canadian Grand Prix,2023,RUS,Mercedes,59.0,143.0,4.0,3.3333333333333335,87.893,80.07796078431373,4.0,19.0
Canadian Grand Prix,2023,SAR,Williams,0.0,1.0,19.333333333333332,18.0,83.337,79.4078,18.0,20.0
Austrian Grand Prix,2023,VER,Red Bull Racing,186.0,302.0,1.0,3.6666666666666665,64.391,72.22811428571428,1.0,1.0
Austrian Grand Prix,2023,LEC,Ferrari,47.0,111.0,7.0,6.666666666666667,64.439,72.27751428571429,2.0,2.0
Austrian Grand Prix,2023,PER,Red Bull Racing,116.0,302.0,8.666666666666666,3.6666666666666665,126.688,72.19457142857142,15.0,3.0
Austrian Grand Prix,2023,NOR,McLaren,12.0,17.0,13.0,13.666666666666666,64.658,72.48038571428572,4.0,4.0
Austrian Grand Prix,2023,ALO,Aston Martin,114.0,150.0,3.6666666666666665,6.0,64.911,72.51068571428571,7.0,5.0
Austrian Grand Prix,2023,SAI,Ferrari,64.0,111.0,6.0,6.666666666666667,64.581,72.47604285714286,3.0,6.0
Austrian Grand Prix,2023,RUS,Mercedes,59.0,158.0,9.0,8.333333333333334,65.428,72.68,11.0,7.0
Austrian Grand Prix,2023,HAM,Mercedes,99.0,158.0,3.0,8.333333333333334,64.819,72.69527142857143,5.0,8.0
Austrian Grand Prix,2023,STR,Aston Martin,36.0,150.0,11.666666666666666,6.0,64.893,72.87531428571428,6.0,9.0
Austrian Grand Prix,2023,GAS,Alpine,15.0,44.0,9.666666666666666,10.0,65.17,72.8415,9.0,10.0
Austrian Grand Prix,2023,ALB,Williams,7.0,7.0,12.333333333333334,15.666666666666666,65.823,73.00462857142857,10.0,11.0
Austrian Grand Prix,2023,ZHO,Alfa Romeo,4.0,9.0,12.666666666666666,15.0,65.818,73.33153623188406,17.0,12.0
Austrian Grand Prix,2023,SAR,Williams,0.0,7.0,19.333333333333332,15.666666666666666,65.948,73.1798115942029,18.0,13.0
Austrian Grand Prix,2023,OCO,Alpine,29.0,44.0,6.333333333333333,10.0,65.453,73.19755072463768,12.0,14.0
Austrian Grand Prix,2023,BOT,Alfa Romeo,5.0,9.0,13.333333333333334,15.0,65.68,73.54147826086957,14.0,15.0
Austrian Grand Prix,2023,PIA,McLaren,5.0,17.0,11.333333333333334,13.666666666666666,65.605,73.62826086956522,13.0,16.0
Austrian Grand Prix,2023,DEV,AlphaTauri,0.0,2.0,14.666666666666666,15.333333333333334,65.974,73.32791304347826,20.0,17.0
Austrian Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,18.0,16.666666666666668,65.971,73.76576470588236,19.0,18.0
Austrian Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,13.666666666666666,15.333333333333334,65.784,73.50855072463769,16.0,19.0
Austrian Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,15.666666666666666,16.666666666666668,65.09,81.35281818181818,8.0,20.0
British Grand Prix,2023,VER,Red Bull Racing,211.0,342.0,1.0,3.3333333333333335,86.72,96.82600000000001,1.0,1.0
British Grand Prix,2023,NOR,McLaren,24.0,29.0,11.333333333333334,11.0,86.961,97.17568,2.0,2.0
British Grand Prix,2023,HAM,Mercedes,103.0,168.0,4.333333333333333,11.333333333333334,87.211,97.42620000000001,7.0,3.0
British Grand Prix,2023,PIA,McLaren,5.0,29.0,13.333333333333334,11.0,87.092,98.5674705882353,3.0,4.0
British Grand Prix,2023,RUS,Mercedes,65.0,168.0,9.666666666666666,11.333333333333334,87.155,98.61750980392158,6.0,5.0
British Grand Prix,2023,PER,Red Bull Racing,131.0,342.0,4.333333333333333,3.3333333333333335,89.968,98.5448431372549,15.0,6.0
British Grand Prix,2023,ALO,Aston Martin,124.0,162.0,4.666666666666667,7.666666666666667,87.659,98.70794117647058,9.0,7.0
British Grand Prix,2023,ALB,Williams,7.0,7.0,11.333333333333334,14.666666666666666,87.53,98.69513725490197,8.0,8.0
British Grand Prix,2023,LEC,Ferrari,65.0,137.0,5.666666666666667,4.333333333333333,87.136,98.77111764705883,4.0,9.0
British Grand Prix,2023,SAI,Ferrari,72.0,137.0,5.333333333333333,4.333333333333333,87.148,98.76670588235294,5.0,10.0
British Grand Prix,2023,SAR,Williams,0.0,7.0,17.666666666666668,14.666666666666666,89.031,98.76035294117648,14.0,11.0
British Grand Prix,2023,BOT,Alfa Romeo,5.0,9.0,14.666666666666666,14.333333333333334,89.798,98.78025490196077,20.0,12.0
British Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,16.666666666666668,18.333333333333332,88.896,98.82545098039216,11.0,13.0
British Grand Prix,2023,STR,Aston Martin,38.0,162.0,8.0,7.666666666666667,88.935,98.772,12.0,14.0
British Grand Prix,2023,ZHO,Alfa Romeo,4.0,9.0,12.333333333333334,14.333333333333334,90.123,98.8533137254902,17.0,15.0
British Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,15.0,18.0,90.025,98.9215294117647,16.0,16.0
British Grand Prix,2023,DEV,AlphaTauri,0.0,2.0,16.333333333333332,18.0,90.513,98.93376470588235,18.0,17.0
British Grand Prix,2023,GAS,Alpine,16.0,45.0,10.666666666666666,12.0,87.689,99.96804545454546,10.0,18.0
British Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,17.666666666666668,18.333333333333332,92.378,94.3378,19.0,19.0
British Grand Prix,2023,OCO,Alpine,29.0,45.0,10.0,12.0,88.956,94.229375,13.0,20.0
Hungarian Grand Prix,2023,VER,Red Bull Racing,236.0,375.0,1.0,3.3333333333333335,76.612,84.06843478260869,2.0,1.0
Hungarian Grand Prix,2023,NOR,McLaren,42.0,59.0,6.333333333333333,7.333333333333333,76.694,84.52846376811594,3.0,2.0
Hungarian Grand Prix,2023,PER,Red Bull Racing,139.0,375.0,5.0,3.3333333333333335,77.045,84.53868115942029,9.0,3.0
Hungarian Grand Prix,2023,HAM,Mercedes,118.0,193.0,4.666666666666667,5.333333333333333,76.609,84.59752173913044,1.0,4.0
Hungarian Grand Prix,2023,PIA,McLaren,17.0,59.0,10.333333333333334,7.333333333333333,76.905,84.96408695652174,4.0,5.0
Hungarian Grand Prix,2023,RUS,Mercedes,75.0,193.0,10.333333333333334,5.333333333333333,79.027,84.90488405797102,18.0,6.0
Hungarian Grand Prix,2023,LEC,Ferrari,67.0,140.0,5.0,8.333333333333334,76.992,84.96555072463768,6.0,7.0
Hungarian Grand Prix,2023,SAI,Ferrari,73.0,140.0,7.0,8.333333333333334,77.703,85.04236231884057,11.0,8.0
Hungarian Grand Prix,2023,ALO,Aston Martin,130.0,168.0,4.666666666666667,10.0,77.035,85.09814492753623,8.0,9.0
Hungarian Grand Prix,2023,STR,Aston Martin,38.0,168.0,10.666666666666666,10.0,78.144,85.42858823529411,14.0,10.0
Hungarian Grand Prix,2023,ALB,Williams,11.0,11.0,8.666666666666666,10.666666666666666,78.917,85.60541176470588,16.0,11.0
Hungarian Grand Prix,2023,BOT,Alfa Romeo,5.0,9.0,12.333333333333334,14.0,77.034,85.63933823529412,7.0,12.0
Hungarian Grand Prix,2023,RIC,AlphaTauri,0.0,2.0,,17.333333333333332,78.002,85.68785294117647,13.0,13.0
Hungarian Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,16.0,17.333333333333332,77.186,85.97563235294118,10.0,14.0
Hungarian Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,16.333333333333332,17.333333333333332,78.919,85.96098529411765,17.0,15.0
Hungarian Grand Prix,2023,ZHO,Alfa Romeo,4.0,9.0,14.333333333333334,14.0,76.971,86.06458823529411,5.0,16.0
Hungarian Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,18.0,17.333333333333332,79.206,86.4000294117647,19.0,17.0
Hungarian Grand Prix,2023,SAR,Williams,0.0,11.0,14.666666666666666,10.666666666666666,79.248,86.23933333333333,20.0,18.0
Hungarian Grand Prix,2023,OCO,Alpine,29.0,45.0,14.0,17.333333333333332,77.841,101.181,12.0,19.0
Hungarian Grand Prix,2023,GAS,Alpine,16.0,45.0,13.333333333333334,17.333333333333332,78.217,,15.0,20.0
Belgian Grand Prix,2023,VER,Red Bull Racing,261.0,415.0,1.0,3.3333333333333335,106.168,112.437,6.0,1.0
Belgian Grand Prix,2023,PER,Red Bull Racing,154.0,415.0,4.0,3.3333333333333335,107.045,113.01069767441861,2.0,2.0
Belgian Grand Prix,2023,LEC,Ferrari,73.0,150.0,6.0,8.333333333333334,106.988,113.21220930232558,1.0,3.0
Belgian Grand Prix,2023,HAM,Mercedes,130.0,213.0,5.0,5.0,107.087,113.60258139534884,3.0,4.0
Belgian Grand Prix,2023,ALO,Aston Martin,132.0,171.0,7.0,11.0,107.843,113.68288372093022,9.0,5.0
Belgian Grand Prix,2023,RUS,Mercedes,83.0,213.0,6.0,5.0,107.805,113.78469767441861,8.0,6.0
Belgian Grand Prix,2023,NOR,McLaren,60.0,87.0,2.6666666666666665,3.6666666666666665,107.669,114.0776046511628,7.0,7.0
Belgian Grand Prix,2023,OCO,Alpine,29.0,45.0,17.666666666666668,19.666666666666668,116.372,114.02981395348837,14.0,8.0
Belgian Grand Prix,2023,STR,Aston Martin,39.0,171.0,11.0,11.0,108.841,114.17893023255814,10.0,9.0
Belgian Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,16.666666666666668,15.0,113.148,114.212,11.0,10.0
Belgian Grand Prix,2023,GAS,Alpine,16.0,45.0,16.0,19.666666666666668,113.671,114.20197674418606,12.0,11.0
Belgian Grand Prix,2023,BOT,Alfa Romeo,5.0,9.0,13.0,14.333333333333334,114.694,114.29018604651164,13.0,12.0
Belgian Grand Prix,2023,ZHO,Alfa Romeo,4.0,9.0,14.333333333333334,14.333333333333334,120.832,114.51093023255815,17.0,13.0
Belgian Grand Prix,2023,ALB,Williams,11.0,11.0,10.0,13.333333333333334,120.314,114.56453488372092,15.0,14.0
Belgian Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,18.0,16.666666666666668,114.16,114.6133488372093,16.0,15.0
Belgian Grand Prix,2023,RIC,AlphaTauri,0.0,2.0,13.0,15.0,122.159,114.63595348837208,19.0,16.0
Belgian Grand Prix,2023,SAR,Williams,0.0,11.0,14.0,13.333333333333334,121.535,114.71055813953488,18.0,17.0
Belgian Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,15.666666666666666,16.666666666666668,123.166,114.82860465116279,20.0,18.0
Belgian Grand Prix,2023,SAI,Ferrari,77.0,150.0,8.0,8.333333333333334,107.152,117.08836363636364,4.0,19.0
Belgian Grand Prix,2023,PIA,McLaren,27.0,87.0,8.333333333333334,3.6666666666666665,107.365,,5.0,20.0
Dutch Grand Prix,2023,VER,Red Bull Racing,286.0,458.0,1.0,2.0,70.567,84.6755,1.0,1.0
Dutch Grand Prix,2023,ALO,Aston Martin,142.0,183.0,7.0,8.0,71.506,85.13935714285715,5.0,2.0
Dutch Grand Prix,2023,GAS,Alpine,16.0,49.0,16.333333333333332,13.0,80.128,84.20808695652174,12.0,3.0
Dutch Grand Prix,2023,PER,Red Bull Racing,172.0,458.0,3.6666666666666665,2.0,71.88,84.27643478260869,7.0,4.0
Dutch Grand Prix,2023,SAI,Ferrari,77.0,165.0,12.333333333333334,10.0,71.754,84.44513043478261,6.0,5.0
Dutch Grand Prix,2023,HAM,Mercedes,142.0,233.0,3.6666666666666665,5.333333333333333,80.151,84.44823188405798,13.0,6.0
Dutch Grand Prix,2023,NOR,McLaren,66.0,93.0,3.6666666666666665,10.666666666666666,71.104,84.78057971014492,2.0,7.0
Dutch Grand Prix,2023,ALB,Williams,11.0,11.0,11.0,16.333333333333332,71.419,84.85391304347826,4.0,8.0
Dutch Grand Prix,2023,PIA,McLaren,27.0,93.0,9.666666666666666,10.666666666666666,71.938,84.98988405797101,8.0,9.0
Dutch Grand Prix,2023,OCO,Alpine,33.0,49.0,15.666666666666666,13.0,82.11,85.00676811594202,16.0,10.0
Dutch Grand Prix,2023,STR,Aston Martin,41.0,183.0,11.0,8.0,80.121,85.42459420289855,11.0,11.0
Dutch Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,15.0,16.666666666666668,80.25,85.43755072463767,14.0,12.0
Dutch Grand Prix,2023,LAW,AlphaTauri,0.0,3.0,,13.666666666666666,83.42,85.56579710144928,19.0,13.0
Dutch Grand Prix,2023,BOT,Alfa Romeo,5.0,9.0,12.0,13.666666666666666,82.26,85.60042028985508,18.0,14.0
Dutch Grand Prix,2023,TSU,AlphaTauri,3.0,3.0,13.666666666666666,13.666666666666666,80.23,85.26685507246376,17.0,15.0
Dutch Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,17.0,16.666666666666668,82.192,86.49731428571428,0.0,16.0
Dutch Grand Prix,2023,RUS,Mercedes,91.0,233.0,5.666666666666667,5.333333333333333,71.294,85.39101449275361,3.0,17.0
Dutch Grand Prix,2023,ZHO,Alfa Romeo,4.0,9.0,14.666666666666666,13.666666666666666,82.067,83.86673770491804,15.0,18.0
Dutch Grand Prix,2023,LEC,Ferrari,88.0,165.0,6.333333333333333,10.0,72.665,86.9636,9.0,19.0
Dutch Grand Prix,2023,SAR,Williams,0.0,11.0,15.333333333333334,16.333333333333332,76.748,92.50815384615385,10.0,20.0
Italian Grand Prix,2023,VER,Red Bull Racing,311.0,495.0,1.0,2.3333333333333335,80.307,86.66476,2.0,1.0
Italian Grand Prix,2023,PER,Red Bull Racing,184.0,495.0,3.0,2.3333333333333335,80.688,86.74802,5.0,2.0
Italian Grand Prix,2023,SAI,Ferrari,87.0,175.0,10.666666666666666,14.333333333333334,80.294,86.90438,1.0,3.0
Italian Grand Prix,2023,LEC,Ferrari,88.0,175.0,9.666666666666666,14.333333333333334,80.361,86.87530000000001,3.0,4.0
Italian Grand Prix,2023,RUS,Mercedes,91.0,241.0,9.666666666666666,9.666666666666666,80.671,86.99664000000001,4.0,5.0
Italian Grand Prix,2023,HAM,Mercedes,150.0,241.0,4.666666666666667,9.666666666666666,80.82,87.33622,8.0,6.0
Italian Grand Prix,2023,ALB,Williams,15.0,15.0,11.0,15.0,80.76,87.50928,6.0,7.0
Italian Grand Prix,2023,NOR,McLaren,72.0,101.0,5.333333333333333,12.0,80.979,87.50157999999999,9.0,8.0
Italian Grand Prix,2023,ALO,Aston Martin,160.0,201.0,5.333333333333333,7.333333333333333,81.417,87.48194,10.0,9.0
Italian Grand Prix,2023,BOT,Alfa Romeo,5.0,9.0,12.666666666666666,15.0,81.94,87.82273469387756,14.0,10.0
Italian Grand Prix,2023,LAW,AlphaTauri,0.0,3.0,13.0,14.666666666666666,81.758,87.98032653061225,12.0,11.0
Italian Grand Prix,2023,PIA,McLaren,29.0,101.0,11.333333333333334,12.0,80.785,88.01516326530613,7.0,12.0
Italian Grand Prix,2023,SAR,Williams,0.0,15.0,18.333333333333332,15.0,81.944,87.99677551020407,15.0,13.0
Italian Grand Prix,2023,ZHO,Alfa Romeo,4.0,9.0,15.666666666666666,15.0,82.39,88.13697959183675,16.0,14.0
Italian Grand Prix,2023,GAS,Alpine,31.0,65.0,11.333333333333334,8.0,82.545,88.14004081632653,17.0,15.0
Italian Grand Prix,2023,STR,Aston Martin,41.0,201.0,10.0,7.333333333333333,82.86,88.18287755102041,20.0,16.0
Italian Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,14.666666666666666,15.333333333333334,81.776,88.3778775510204,13.0,17.0
Italian Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,16.0,15.333333333333334,82.592,88.51634693877551,19.0,18.0
Italian Grand Prix,2023,OCO,Alpine,34.0,65.0,12.333333333333334,8.0,82.548,88.92952631578947,18.0,19.0
Italian Grand Prix,2023,TSU,AlphaTauri,3.0,3.0,13.333333333333334,14.666666666666666,81.594,,11.0,20.0
Singapore Grand Prix,2023,SAI,Ferrari,102.0,202.0,9.0,8.666666666666666,90.984,100.92761016949153,1.0,1.0
Singapore Grand Prix,2023,NOR,McLaren,76.0,105.0,7.333333333333333,9.666666666666666,91.27,101.84173333333334,4.0,2.0
Singapore Grand Prix,2023,HAM,Mercedes,158.0,259.0,5.333333333333333,9.333333333333334,91.485,101.86396666666666,5.0,3.0
Singapore Grand Prix,2023,LEC,Ferrari,100.0,202.0,8.666666666666666,8.666666666666666,91.063,102.15474999999999,3.0,4.0
Singapore Grand Prix,2023,VER,Red Bull Racing,336.0,538.0,1.0,2.3333333333333335,92.173,102.2825,11.0,5.0
Singapore Grand Prix,2023,GAS,Alpine,31.0,65.0,9.666666666666666,14.666666666666666,92.274,102.60078333333333,12.0,6.0
Singapore Grand Prix,2023,PIA,McLaren,29.0,105.0,13.666666666666666,9.666666666666666,92.902,102.65343333333334,17.0,7.0
Singapore Grand Prix,2023,PER,Red Bull Racing,202.0,538.0,2.6666666666666665,2.3333333333333335,92.31,102.96203333333332,13.0,8.0
Singapore Grand Prix,2023,LAW,AlphaTauri,0.0,3.0,12.0,15.333333333333334,92.268,103.00623333333333,10.0,9.0
Singapore Grand Prix,2023,MAG,Haas F1 Team,2.0,8.0,16.333333333333332,17.0,91.575,102.24542372881355,6.0,10.0
Singapore Grand Prix,2023,ALB,Williams,21.0,21.0,9.666666666666666,13.333333333333334,93.719,102.21172881355932,14.0,11.0
Singapore Grand Prix,2023,ZHO,Alfa Romeo,4.0,10.0,15.0,14.0,93.258,103.49616666666665,19.0,12.0
Singapore Grand Prix,2023,HUL,Haas F1 Team,6.0,8.0,15.666666666666666,17.0,91.808,103.30913333333334,9.0,13.0
Singapore Grand Prix,2023,SAR,Williams,0.0,21.0,16.666666666666668,13.333333333333334,93.252,102.13733898305085,18.0,14.0
Singapore Grand Prix,2023,ALO,Aston Martin,162.0,203.0,5.333333333333333,12.0,91.615,103.3397,7.0,15.0
Singapore Grand Prix,2023,RUS,Mercedes,101.0,259.0,9.333333333333334,9.333333333333334,91.056,101.89679661016949,2.0,16.0
Singapore Grand Prix,2023,BOT,Alfa Romeo,6.0,10.0,12.0,14.0,92.809,104.25565306122449,16.0,17.0
Singapore Grand Prix,2023,OCO,Alpine,34.0,65.0,12.333333333333334,14.666666666666666,91.673,102.525125,8.0,18.0
Singapore Grand Prix,2023,TSU,AlphaTauri,3.0,3.0,15.0,15.333333333333334,91.991,,15.0,19.0
Singapore Grand Prix,2023,STR,Aston Martin,41.0,203.0,12.0,12.0,93.397,,,
Japanese Grand Prix,2023,VER,Red Bull Racing,346.0,552.0,2.3333333333333335,5.0,88.877,98.62916326530612,1.0,1.0
Japanese Grand Prix,2023,NOR,McLaren,94.0,129.0,5.666666666666667,7.0,89.493,99.0094081632653,3.0,2.0
Japanese Grand Prix,2023,PIA,McLaren,35.0,129.0,9.333333333333334,7.0,89.458,99.34602040816327,2.0,3.0
Japanese Grand Prix,2023,LEC,Ferrari,112.0,239.0,9.0,3.0,89.542,99.48928571428573,4.0,4.0
Japanese Grand Prix,2023,HAM,Mercedes,173.0,274.0,5.0,8.333333333333334,89.908,99.56930612244898,7.0,5.0
Japanese Grand Prix,2023,SAI,Ferrari,127.0,239.0,3.0,3.0,89.85,99.60734693877552,6.0,6.0
Japanese Grand Prix,2023,RUS,Mercedes,101.0,274.0,12.666666666666666,8.333333333333334,90.219,99.72681632653061,8.0,7.0
Japanese Grand Prix,2023,ALO,Aston Martin,162.0,203.0,8.666666666666666,13.333333333333334,90.56,100.10312244897959,10.0,8.0
Japanese Grand Prix,2023,OCO,Alpine,34.0,73.0,15.666666666666666,14.333333333333334,90.586,100.98322,14.0,9.0
Japanese Grand Prix,2023,GAS,Alpine,39.0,73.0,8.0,14.333333333333334,90.509,100.19297959183673,12.0,10.0
Japanese Grand Prix,2023,LAW,AlphaTauri,2.0,5.0,11.0,16.0,90.508,100.65741666666666,11.0,11.0
Japanese Grand Prix,2023,TSU,AlphaTauri,3.0,5.0,18.0,16.0,90.303,100.66568749999999,9.0,12.0
Japanese Grand Prix,2023,ZHO,Alfa Romeo,4.0,10.0,14.666666666666666,14.333333333333334,91.398,100.64952083333333,19.0,13.0
Japanese Grand Prix,2023,HUL,Haas F1 Team,6.0,9.0,14.0,13.666666666666666,91.299,100.76360416666667,18.0,14.0
