GP,Year,Driver,Team,DriverPointsBefore,TeamPointsBefore,DriverRecentForm,TeamRecentForm,QualifyingTime (s),AvgRaceTime (s),StartPosition,EndPosition
Singapore Grand Prix,2022,TSU,AlphaTauri,11.0,33.0,15.666666666666666,14.0,111.983,126.49624137931035,10.0,15.0
Singapore Grand Prix,2022,OCO,Alpine,63.0,122.0,9.0,13.0,116.337,127.07352173913044,17.0,16.0
Singapore Grand Prix,2022,ALB,Williams,4.0,6.0,13.0,14.0,116.985,128.30454545454543,18.0,17.0
Singapore Grand Prix,2022,ALO,Alpine,59.0,122.0,10.0,13.0,109.966,122.92811764705881,5.0,18.0
Singapore Grand Prix,2022,LAT,Williams,0.0,6.0,17.0,14.0,117.532,127.0968,19.0,19.0
Singapore Grand Prix,2022,ZHO,Alfa Romeo,6.0,50.0,13.333333333333334,14.0,115.518,127.0898,14.0,20.0
Japanese Grand Prix,2022,VER,Red Bull Racing,320.0,542.0,3.0,4.666666666666667,89.304,108.5103043478261,1.0,1.0
Japanese Grand Prix,2022,PER,Red Bull Racing,222.0,542.0,4.0,4.666666666666667,89.709,109.59034782608695,4.0,2.0
Japanese Grand Prix,2022,LEC,Ferrari,220.0,409.0,2.3333333333333335,3.0,89.314,109.64621739130435,2.0,3.0
Japanese Grand Prix,2022,OCO,Alpine,63.0,122.0,12.0,17.666666666666668,90.165,110.12213043478262,5.0,4.0
Japanese Grand Prix,2022,HAM,Mercedes,167.0,365.0,6.0,9.333333333333334,90.261,110.1344347826087,6.0,5.0
Japanese Grand Prix,2022,VET,Aston Martin,24.0,37.0,14.0,11.333333333333334,90.554,109.85439130434781,9.0,6.0
Japanese Grand Prix,2022,ALO,Alpine,59.0,122.0,14.333333333333334,17.666666666666668,90.322,110.37882608695654,7.0,7.0
Japanese Grand Prix,2022,RUS,Mercedes,198.0,365.0,6.333333333333333,9.333333333333334,90.389,110.40739130434783,8.0,8.0
Japanese Grand Prix,2022,LAT,Williams,0.0,6.0,17.333333333333332,17.0,91.511,110.90547826086957,20.0,9.0
Japanese Grand Prix,2022,NOR,McLaren,95.0,121.0,6.0,8.666666666666666,91.003,111.21208695652174,10.0,10.0
Japanese Grand Prix,2022,RIC,McLaren,26.0,121.0,13.0,8.666666666666666,90.659,111.46747826086957,11.0,11.0
Japanese Grand Prix,2022,STR,Aston Martin,13.0,37.0,11.333333333333334,11.333333333333334,91.419,111.4391304347826,19.0,12.0
Japanese Grand Prix,2022,TSU,AlphaTauri,11.0,34.0,16.333333333333332,13.0,90.808,111.57504347826088,13.0,13.0
Japanese Grand Prix,2022,MAG,Haas F1 Team,19.0,31.0,14.333333333333334,13.666666666666666,91.352,111.92373913043478,18.0,14.0
Japanese Grand Prix,2022,BOT,Alfa Romeo,44.0,50.0,14.333333333333334,14.666666666666666,90.709,111.77095652173912,12.0,15.0
Japanese Grand Prix,2022,ZHO,Alfa Romeo,6.0,50.0,15.333333333333334,14.666666666666666,90.953,111.7126956521739,14.0,16.0
Japanese Grand Prix,2022,MSC,Haas F1 Team,12.0,31.0,12.666666666666666,13.666666666666666,91.439,112.27439130434783,15.0,17.0
Japanese Grand Prix,2022,GAS,AlphaTauri,23.0,34.0,9.666666666666666,13.0,91.322,111.74139130434783,17.0,18.0
Japanese Grand Prix,2022,SAI,Ferrari,189.0,409.0,5.0,3.0,89.361,,3.0,19.0
Japanese Grand Prix,2022,ALB,Williams,4.0,6.0,13.0,17.0,91.311,,16.0,20.0
United States Grand Prix,2022,VER,Red Bull Racing,345.0,585.0,3.0,3.3333333333333335,94.448,102.99032653061224,2.0,1.0
United States Grand Prix,2022,HAM,Mercedes,177.0,379.0,6.333333333333333,9.0,94.947,103.16781632653061,3.0,2.0
United States Grand Prix,2022,LEC,Ferrari,235.0,424.0,2.3333333333333335,8.333333333333334,94.421,102.96006122448979,12.0,3.0
United States Grand Prix,2022,PER,Red Bull Racing,240.0,585.0,3.0,3.3333333333333335,94.645,103.3339387755102,9.0,4.0
United States Grand Prix,2022,RUS,Mercedes,202.0,379.0,8.333333333333334,9.0,94.988,104.30687755102042,4.0,5.0
United States Grand Prix,2022,NOR,McLaren,96.0,122.0,7.0,8.666666666666666,95.69,107.36725,6.0,6.0
United States Grand Prix,2022,ALO,Alpine,65.0,140.0,14.666666666666666,9.666666666666666,95.876,106.21547058823529,14.0,7.0
United States Grand Prix,2022,VET,Aston Martin,32.0,45.0,11.333333333333334,8.666666666666666,96.398,104.3958163265306,10.0,8.0
United States Grand Prix,2022,MAG,Haas F1 Team,19.0,31.0,14.0,14.666666666666666,96.949,107.29784615384617,13.0,9.0
United States Grand Prix,2022,TSU,AlphaTauri,11.0,34.0,14.0,15.333333333333334,97.147,107.62671153846154,19.0,10.0
United States Grand Prix,2022,OCO,Alpine,75.0,140.0,10.333333333333334,9.666666666666666,97.068,107.49178846153846,0.0,11.0
United States Grand Prix,2022,ZHO,Alfa Romeo,6.0,50.0,15.333333333333334,17.0,96.97,108.32749056603774,18.0,12.0
United States Grand Prix,2022,ALB,Williams,4.0,8.0,16.333333333333332,16.0,96.368,107.61678846153846,8.0,13.0
United States Grand Prix,2022,GAS,AlphaTauri,23.0,34.0,12.0,15.333333333333334,96.74,105.96476000000001,11.0,14.0
United States Grand Prix,2022,MSC,Haas F1 Team,12.0,31.0,14.0,14.666666666666666,97.111,107.65873076923077,16.0,15.0
United States Grand Prix,2022,RIC,McLaren,26.0,122.0,11.0,8.666666666666666,97.046,108.83898113207547,15.0,16.0
United States Grand Prix,2022,LAT,Williams,2.0,8.0,14.333333333333334,16.0,97.244,108.03855769230769,17.0,17.0
United States Grand Prix,2022,STR,Aston Martin,13.0,45.0,12.0,8.666666666666666,95.598,108.66116666666667,5.0,18.0
United States Grand Prix,2022,BOT,Alfa Romeo,44.0,50.0,13.0,17.0,96.319,105.48479999999999,7.0,19.0
United States Grand Prix,2022,SAI,Ferrari,189.0,424.0,8.666666666666666,8.333333333333334,94.356,,1.0,20.0
Mexico City Grand Prix,2022,VER,Red Bull Racing,370.0,622.0,3.0,2.3333333333333335,77.775,83.3068,1.0,1.0
Mexico City Grand Prix,2022,HAM,Mercedes,195.0,407.0,5.333333333333333,5.0,78.084,83.50375714285714,3.0,2.0
Mexico City Grand Prix,2022,PER,Red Bull Racing,252.0,622.0,2.3333333333333335,2.3333333333333335,78.128,83.52680000000001,4.0,3.0
Mexico City Grand Prix,2022,RUS,Mercedes,212.0,407.0,9.0,5.0,78.079,83.96097142857143,2.0,4.0
Mexico City Grand Prix,2022,SAI,Ferrari,189.0,439.0,14.0,14.0,78.351,84.0727,5.0,5.0
Mexico City Grand Prix,2022,LEC,Ferrari,250.0,439.0,2.6666666666666665,14.0,78.555,84.21521428571428,7.0,6.0
Mexico City Grand Prix,2022,RIC,McLaren,26.0,130.0,10.666666666666666,11.0,79.325,84.7142463768116,11.0,7.0
Mexico City Grand Prix,2022,OCO,Alpine,75.0,146.0,10.333333333333334,8.333333333333334,79.01,84.91901449275363,10.0,8.0
Mexico City Grand Prix,2022,NOR,McLaren,104.0,130.0,6.666666666666667,11.0,78.721,84.9752463768116,8.0,9.0
Mexico City Grand Prix,2022,BOT,Alfa Romeo,44.0,50.0,15.0,15.666666666666666,78.401,85.03833333333334,6.0,10.0
Mexico City Grand Prix,2022,GAS,AlphaTauri,23.0,35.0,14.0,14.0,79.672,84.99008695652174,14.0,11.0
Mexico City Grand Prix,2022,ALB,Williams,4.0,8.0,16.666666666666668,16.666666666666668,80.859,84.99607246376812,17.0,12.0
Mexico City Grand Prix,2022,ZHO,Alfa Romeo,6.0,50.0,16.0,15.666666666666666,79.476,85.20591304347826,12.0,13.0
Mexico City Grand Prix,2022,VET,Aston Martin,36.0,49.0,7.333333333333333,12.666666666666666,80.419,85.24357971014493,16.0,14.0
Mexico City Grand Prix,2022,STR,Aston Martin,13.0,49.0,12.0,12.666666666666666,80.52,85.38721739130435,20.0,15.0
Mexico City Grand Prix,2022,MSC,Haas F1 Team,12.0,33.0,15.0,13.666666666666666,80.419,85.50471014492753,15.0,16.0
Mexico City Grand Prix,2022,MAG,Haas F1 Team,21.0,33.0,11.666666666666666,13.666666666666666,79.833,85.51704347826087,19.0,17.0
Mexico City Grand Prix,2022,LAT,Williams,2.0,8.0,15.0,16.666666666666668,81.167,86.38779411764706,18.0,18.0
Mexico City Grand Prix,2022,ALO,Alpine,71.0,146.0,10.666666666666666,8.333333333333334,78.939,84.82266129032259,9.0,19.0
Mexico City Grand Prix,2022,TSU,AlphaTauri,12.0,35.0,12.666666666666666,14.0,79.589,85.47691836734693,13.0,20.0
São Paulo Grand Prix,2022,RUS,Mercedes,224.0,437.0,5.666666666666667,3.6666666666666665,72.059,83.22098571428572,1.0,1.0
São Paulo Grand Prix,2022,HAM,Mercedes,213.0,437.0,3.0,3.6666666666666665,72.611,83.21057142857143,2.0,2.0
São Paulo Grand Prix,2022,SAI,Ferrari,199.0,457.0,14.666666666666666,10.333333333333334,72.357,83.12857142857143,7.0,3.0
São Paulo Grand Prix,2022,LEC,Ferrari,258.0,457.0,4.0,10.333333333333334,70.95,83.21582857142857,5.0,4.0
São Paulo Grand Prix,2022,ALO,Alpine,71.0,150.0,11.0,12.666666666666666,72.504,83.04112857142857,17.0,5.0
São Paulo Grand Prix,2022,VER,Red Bull Racing,395.0,662.0,1.0,2.6666666666666665,71.877,83.30765714285714,3.0,6.0
São Paulo Grand Prix,2022,PER,Red Bull Racing,267.0,662.0,3.0,2.6666666666666665,75.601,83.35029999999999,4.0,7.0
São Paulo Grand Prix,2022,OCO,Alpine,79.0,150.0,7.666666666666667,12.666666666666666,72.425,83.20519999999999,16.0,8.0
São Paulo Grand Prix,2022,BOT,Alfa Romeo,45.0,51.0,14.666666666666666,14.0,75.486,83.31322857142858,14.0,9.0
São Paulo Grand Prix,2022,STR,Aston Martin,13.0,49.0,15.0,15.666666666666666,72.21,83.31724285714286,15.0,10.0
São Paulo Grand Prix,2022,VET,Aston Martin,36.0,49.0,9.333333333333334,15.666666666666666,71.678,83.41175714285714,9.0,11.0
São Paulo Grand Prix,2022,ZHO,Alfa Romeo,6.0,51.0,13.666666666666666,14.0,75.197,83.38297142857142,13.0,12.0
São Paulo Grand Prix,2022,MSC,Haas F1 Team,12.0,33.0,16.0,16.0,76.361,83.43754285714286,12.0,13.0
São Paulo Grand Prix,2022,GAS,AlphaTauri,23.0,35.0,14.333333333333334,15.0,71.675,83.41117142857144,10.0,14.0
São Paulo Grand Prix,2022,ALB,Williams,4.0,8.0,15.0,15.666666666666666,71.631,83.38998571428571,19.0,15.0
São Paulo Grand Prix,2022,LAT,Williams,2.0,8.0,14.666666666666666,15.666666666666666,75.095,83.42065714285714,18.0,16.0
São Paulo Grand Prix,2022,TSU,AlphaTauri,12.0,35.0,14.333333333333334,15.0,76.264,84.51339130434782,0.0,17.0
São Paulo Grand Prix,2022,NOR,McLaren,106.0,138.0,8.333333333333334,10.666666666666666,72.263,82.43155102040816,6.0,18.0
São Paulo Grand Prix,2022,MAG,Haas F1 Team,21.0,33.0,13.333333333333334,16.0,71.674,,8.0,19.0
São Paulo Grand Prix,2022,RIC,McLaren,32.0,138.0,11.333333333333334,10.666666666666666,72.14,,11.0,20.0
Abu Dhabi Grand Prix,2022,VER,Red Bull Racing,403.0,676.0,2.6666666666666665,5.333333333333333,83.824,90.76694736842106,1.0,1.0
Abu Dhabi Grand Prix,2022,LEC,Ferrari,270.0,484.0,4.333333333333333,4.333333333333333,84.092,90.88584210526317,3.0,2.0
Abu Dhabi Grand Prix,2022,PER,Red Bull Racing,273.0,676.0,4.666666666666667,5.333333333333333,84.052,90.92554385964912,2.0,3.0
Abu Dhabi Grand Prix,2022,SAI,Ferrari,214.0,484.0,9.333333333333334,4.333333333333333,84.242,91.14684210526316,4.0,4.0
Abu Dhabi Grand Prix,2022,RUS,Mercedes,249.0,480.0,3.3333333333333335,2.3333333333333335,84.511,91.32098245614036,6.0,5.0
Abu Dhabi Grand Prix,2022,NOR,McLaren,106.0,138.0,11.0,15.666666666666666,84.769,91.68842105263157,7.0,6.0
Abu Dhabi Grand Prix,2022,OCO,Alpine,83.0,164.0,9.0,10.666666666666666,84.83,91.68754385964911,8.0,7.0
Abu Dhabi Grand Prix,2022,STR,Aston Martin,14.0,50.0,14.333333333333334,12.0,85.359,91.99426315789474,14.0,8.0
Abu Dhabi Grand Prix,2022,RIC,McLaren,32.0,138.0,14.333333333333334,15.666666666666666,85.045,92.08752631578946,13.0,9.0
Abu Dhabi Grand Prix,2022,VET,Aston Martin,36.0,50.0,11.0,12.0,84.961,92.14661403508772,9.0,10.0
Abu Dhabi Grand Prix,2022,TSU,AlphaTauri,12.0,35.0,15.666666666666666,17.0,85.219,92.22012280701753,11.0,11.0
Abu Dhabi Grand Prix,2022,ZHO,Alfa Romeo,6.0,53.0,12.333333333333334,11.333333333333334,85.408,92.57857142857142,15.0,12.0
Abu Dhabi Grand Prix,2022,ALB,Williams,4.0,8.0,13.333333333333334,16.333333333333332,86.028,92.57332142857142,19.0,13.0
Abu Dhabi Grand Prix,2022,GAS,AlphaTauri,23.0,35.0,13.0,17.0,85.859,92.57880357142858,17.0,14.0
Abu Dhabi Grand Prix,2022,BOT,Alfa Romeo,47.0,53.0,12.666666666666666,11.333333333333334,85.892,92.72551785714286,18.0,15.0
Abu Dhabi Grand Prix,2022,MSC,Haas F1 Team,12.0,33.0,14.666666666666666,16.333333333333332,85.225,92.95108928571429,12.0,16.0
Abu Dhabi Grand Prix,2022,MAG,Haas F1 Team,21.0,33.0,15.0,16.333333333333332,85.834,93.13289285714286,16.0,17.0
Abu Dhabi Grand Prix,2022,HAM,Mercedes,231.0,480.0,2.0,2.3333333333333335,84.508,91.89116666666666,5.0,18.0
Abu Dhabi Grand Prix,2022,LAT,Williams,2.0,8.0,17.0,16.333333333333332,86.054,94.3237037037037,20.0,19.0
Abu Dhabi Grand Prix,2022,ALO,Alpine,81.0,164.0,10.333333333333334,10.666666666666666,85.096,92.89853846153846,10.0,20.0
Bahrain Grand Prix,2023,VER,Red Bull Racing,0.0,0.0,,,89.708,98.88780357142856,1.0,1.0
Bahrain Grand Prix,2023,PER,Red Bull Racing,0.0,0.0,,,89.846,99.06535714285714,2.0,2.0
Bahrain Grand Prix,2023,ALO,Aston Martin,0.0,0.0,,,90.336,99.49580357142858,5.0,3.0
Bahrain Grand Prix,2023,SAI,Ferrari,0.0,0.0,,,90.154,99.69873214285714,4.0,4.0
Bahrain Grand Prix,2023,HAM,Mercedes,0.0,0.0,,,90.384,99.73973214285715,7.0,5.0
Bahrain Grand Prix,2023,STR,Aston Martin,0.0,0.0,,,90.836,99.76014285714287,8.0,6.0
Bahrain Grand Prix,2023,RUS,Mercedes,0.0,0.0,,,90.34,99.82048214285714,6.0,7.0
Bahrain Grand Prix,2023,BOT,Alfa Romeo,0.0,0.0,,,91.443,100.09337500000001,12.0,8.0
Bahrain Grand Prix,2023,GAS,Alpine,0.0,0.0,,,92.181,100.015,20.0,9.0
Bahrain Grand Prix,2023,ALB,Williams,0.0,0.0,,,91.461,100.35816071428572,15.0,10.0
Bahrain Grand Prix,2023,TSU,AlphaTauri,0.0,0.0,,,92.51,100.35383928571427,14.0,11.0
Bahrain Grand Prix,2023,SAR,Williams,0.0,0.0,,,91.652,100.56394545454545,16.0,12.0
Bahrain Grand Prix,2023,MAG,Haas F1 Team,0.0,0.0,,,91.892,100.80296363636363,17.0,13.0
Bahrain Grand Prix,2023,DEV,AlphaTauri,0.0,0.0,,,92.121,100.89636363636365,19.0,14.0
Bahrain Grand Prix,2023,HUL,Haas F1 Team,0.0,0.0,,,90.809,100.96923636363637,10.0,15.0
Bahrain Grand Prix,2023,ZHO,Alfa Romeo,0.0,0.0,,,91.473,101.23487272727272,13.0,16.0
Bahrain Grand Prix,2023,NOR,McLaren,0.0,0.0,,,91.381,102.5557037037037,11.0,17.0
Bahrain Grand Prix,2023,OCO,Alpine,0.0,0.0,,,90.984,102.83997500000001,9.0,18.0
Bahrain Grand Prix,2023,LEC,Ferrari,0.0,0.0,,,90.0,99.62863157894736,3.0,19.0
Bahrain Grand Prix,2023,PIA,McLaren,0.0,0.0,,,92.101,102.86425000000001,18.0,20.0
Saudi Arabian Grand Prix,2023,PER,Red Bull Racing,18.0,43.0,2.0,1.5,88.265,94.18093617021276,1.0,1.0
Saudi Arabian Grand Prix,2023,VER,Red Bull Racing,25.0,43.0,1.0,1.5,109.953,94.70759574468084,15.0,2.0
Saudi Arabian Grand Prix,2023,ALO,Aston Martin,15.0,23.0,3.0,4.5,88.73,94.79299999999999,2.0,3.0
Saudi Arabian Grand Prix,2023,RUS,Mercedes,6.0,16.0,7.0,6.0,88.857,95.08606382978724,3.0,4.0
Saudi Arabian Grand Prix,2023,HAM,Mercedes,10.0,16.0,5.0,6.0,89.223,95.52885106382978,7.0,5.0
Saudi Arabian Grand Prix,2023,SAI,Ferrari,12.0,12.0,4.0,11.5,88.931,96.99708333333332,4.0,6.0
Saudi Arabian Grand Prix,2023,LEC,Ferrari,0.0,12.0,19.0,11.5,88.42,97.1166875,12.0,7.0
Saudi Arabian Grand Prix,2023,OCO,Alpine,0.0,2.0,18.0,13.5,89.078,97.4074375,6.0,8.0
Saudi Arabian Grand Prix,2023,GAS,Alpine,2.0,2.0,9.0,13.5,89.357,97.43410416666667,9.0,9.0
Saudi Arabian Grand Prix,2023,MAG,Haas F1 Team,0.0,0.0,13.0,14.0,89.634,98.67399999999999,13.0,10.0
Saudi Arabian Grand Prix,2023,TSU,AlphaTauri,0.0,0.0,11.0,12.5,89.939,97.59162500000001,16.0,11.0
Saudi Arabian Grand Prix,2023,HUL,Haas F1 Team,0.0,0.0,15.0,14.0,89.451,98.79038775510205,10.0,12.0
Saudi Arabian Grand Prix,2023,ZHO,Alfa Romeo,0.0,4.0,16.0,12.0,89.461,98.90591836734694,11.0,13.0
Saudi Arabian Grand Prix,2023,DEV,AlphaTauri,0.0,0.0,14.0,12.5,90.244,98.89044897959182,18.0,14.0
Saudi Arabian Grand Prix,2023,PIA,McLaren,0.0,0.0,20.0,18.5,89.243,99.03389795918368,8.0,15.0
Saudi Arabian Grand Prix,2023,SAR,Williams,0.0,1.0,12.0,11.0,128.51,99.05965306122448,20.0,16.0
Saudi Arabian Grand Prix,2023,NOR,McLaren,0.0,0.0,17.0,18.5,90.447,99.08195918367346,19.0,17.0
Saudi Arabian Grand Prix,2023,BOT,Alfa Romeo,4.0,4.0,8.0,12.0,89.668,98.88757446808512,14.0,18.0
Saudi Arabian Grand Prix,2023,ALB,Williams,1.0,1.0,10.0,11.0,89.994,100.73429166666666,17.0,19.0
Saudi Arabian Grand Prix,2023,STR,Aston Martin,8.0,23.0,6.0,4.5,88.945,97.20606666666667,5.0,20.0
Australian Grand Prix,2023,VER,Red Bull Racing,43.0,86.0,1.5,1.6666666666666667,76.732,85.15366666666668,1.0,1.0
Australian Grand Prix,2023,HAM,Mercedes,20.0,38.0,5.0,5.333333333333333,77.104,87.24388461538462,3.0,2.0
Australian Grand Prix,2023,ALO,Aston Martin,30.0,38.0,3.0,9.666666666666666,77.139,85.38609803921568,4.0,3.0
Australian Grand Prix,2023,STR,Aston Martin,8.0,38.0,13.0,9.666666666666666,77.308,85.69125490196079,6.0,4.0
Australian Grand Prix,2023,PER,Red Bull Racing,43.0,86.0,1.5,1.6666666666666667,77.773,85.48396078431372,20.0,5.0
Australian Grand Prix,2023,NOR,McLaren,0.0,0.0,17.0,17.333333333333332,78.119,85.97335294117646,13.0,6.0
Australian Grand Prix,2023,HUL,Haas F1 Team,0.0,1.0,13.5,12.333333333333334,77.735,86.04154901960784,10.0,7.0
Australian Grand Prix,2023,PIA,McLaren,0.0,0.0,17.5,17.333333333333332,78.517,86.659,16.0,8.0
Australian Grand Prix,2023,ZHO,Alfa Romeo,0.0,4.0,14.5,15.666666666666666,78.54,87.02431372549019,17.0,9.0
Australian Grand Prix,2023,TSU,AlphaTauri,0.0,0.0,11.0,13.0,78.099,87.28898039215687,12.0,10.0
Australian Grand Prix,2023,BOT,Alfa Romeo,4.0,4.0,13.0,15.666666666666666,78.714,86.87902,19.0,11.0
Australian Grand Prix,2023,SAI,Ferrari,20.0,26.0,5.0,10.666666666666666,77.27,85.74533333333333,5.0,12.0
Australian Grand Prix,2023,GAS,Alpine,4.0,8.0,9.0,11.666666666666666,77.675,85.60701960784313,9.0,13.0
Australian Grand Prix,2023,OCO,Alpine,4.0,8.0,13.0,11.666666666666666,77.768,86.052,11.0,14.0
Australian Grand Prix,2023,DEV,AlphaTauri,0.0,0.0,14.0,13.0,78.335,87.76068,15.0,15.0
Australian Grand Prix,2023,SAR,Williams,0.0,1.0,14.0,15.666666666666666,78.557,87.35108,18.0,16.0
Australian Grand Prix,2023,MAG,Haas F1 Team,1.0,1.0,11.5,12.333333333333334,78.129,86.60448979591837,14.0,17.0
Australian Grand Prix,2023,RUS,Mercedes,18.0,38.0,5.5,5.333333333333333,76.968,93.30771428571428,2.0,18.0
Australian Grand Prix,2023,ALB,Williams,1.0,1.0,14.5,15.666666666666666,77.609,102.2936,8.0,19.0
Australian Grand Prix,2023,LEC,Ferrari,6.0,26.0,13.0,10.666666666666666,77.369,,7.0,20.0
Azerbaijan Grand Prix,2023,PER,Red Bull Racing,53.0,121.0,2.6666666666666665,2.6666666666666665,100.495,106.44431250000001,3.0,1.0
Azerbaijan Grand Prix,2023,VER,Red Bull Racing,68.0,121.0,1.3333333333333333,2.6666666666666665,100.391,105.79325531914894,2.0,2.0
Azerbaijan Grand Prix,2023,LEC,Ferrari,6.0,26.0,15.333333333333334,13.0,100.203,107.0154375,1.0,3.0
Azerbaijan Grand Prix,2023,ALO,Aston Martin,45.0,65.0,3.0,9.0,101.253,107.14245833333332,6.0,4.0
Azerbaijan Grand Prix,2023,SAI,Ferrari,20.0,26.0,7.333333333333333,13.0,101.016,106.72236170212766,4.0,5.0
Azerbaijan Grand Prix,2023,HAM,Mercedes,38.0,56.0,4.0,8.333333333333334,101.177,108.99546938775511,5.0,6.0
Azerbaijan Grand Prix,2023,STR,Aston Martin,20.0,65.0,10.0,9.0,101.611,106.89534042553191,9.0,7.0
Azerbaijan Grand Prix,2023,RUS,Mercedes,18.0,56.0,9.666666666666666,8.333333333333334,101.654,107.40987234042554,11.0,8.0
Azerbaijan Grand Prix,2023,NOR,McLaren,8.0,12.0,13.333333333333334,10.333333333333334,101.281,109.6745306122449,7.0,9.0
Azerbaijan Grand Prix,2023,TSU,AlphaTauri,1.0,1.0,10.666666666666666,13.0,101.581,109.7394081632653,8.0,10.0
Azerbaijan Grand Prix,2023,PIA,McLaren,4.0,12.0,14.333333333333334,10.333333333333334,101.611,109.81363265306123,10.0,11.0
Azerbaijan Grand Prix,2023,ALB,Williams,1.0,1.0,16.0,18.0,101.818,110.65747999999999,12.0,12.0
Azerbaijan Grand Prix,2023,MAG,Haas F1 Team,1.0,7.0,13.333333333333334,12.0,103.417,109.3366530612245,16.0,13.0
Azerbaijan Grand Prix,2023,GAS,Alpine,4.0,8.0,10.333333333333334,12.0,104.853,110.67966,17.0,14.0
Azerbaijan Grand Prix,2023,OCO,Alpine,4.0,8.0,13.333333333333334,12.0,101.798,108.98214583333333,19.0,15.0
Azerbaijan Grand Prix,2023,SAR,Williams,0.0,1.0,14.666666666666666,18.0,102.395,109.9990612244898,14.0,16.0
Azerbaijan Grand Prix,2023,HUL,Haas F1 Team,6.0,7.0,11.333333333333334,12.0,102.755,109.43795744680851,20.0,17.0
Azerbaijan Grand Prix,2023,BOT,Alfa Romeo,4.0,6.0,12.333333333333334,12.666666666666666,102.259,110.559625,13.0,18.0
Azerbaijan Grand Prix,2023,ZHO,Alfa Romeo,2.0,6.0,12.666666666666666,12.666666666666666,102.642,110.07178787878789,15.0,19.0
Azerbaijan Grand Prix,2023,DEV,AlphaTauri,0.0,1.0,14.333333333333334,13.0,115.282,109.32325,18.0,20.0
Miami Grand Prix,2023,VER,Red Bull Racing,86.0,164.0,1.6666666666666667,2.6666666666666665,86.814,92.08066071428571,9.0,1.0
Miami Grand Prix,2023,PER,Red Bull Racing,78.0,164.0,2.3333333333333335,2.6666666666666665,86.841,92.27560714285714,1.0,2.0
Miami Grand Prix,2023,ALO,Aston Martin,57.0,83.0,3.3333333333333335,5.0,87.202,92.63032142857142,2.0,3.0
Miami Grand Prix,2023,RUS,Mercedes,22.0,68.0,10.0,10.666666666666666,87.804,92.71433928571427,6.0,4.0
Miami Grand Prix,2023,SAI,Ferrari,30.0,51.0,7.666666666666667,9.333333333333334,87.349,92.81560714285715,3.0,5.0
Miami Grand Prix,2023,HAM,Mercedes,46.0,68.0,4.333333333333333,10.666666666666666,87.975,92.94869642857144,13.0,6.0
Miami Grand Prix,2023,LEC,Ferrari,21.0,51.0,10.0,9.333333333333334,87.861,93.05048214285715,7.0,7.0
Miami Grand Prix,2023,GAS,Alpine,4.0,8.0,12.0,14.333333333333334,87.786,93.127625,5.0,8.0
Miami Grand Prix,2023,OCO,Alpine,4.0,8.0,12.333333333333334,14.333333333333334,87.935,93.11035714285715,8.0,9.0
Miami Grand Prix,2023,MAG,Haas F1 Team,1.0,7.0,13.333333333333334,15.666666666666666,87.767,93.22010714285715,4.0,10.0
Miami Grand Prix,2023,TSU,AlphaTauri,2.0,2.0,10.333333333333334,15.0,88.429,93.15739285714287,17.0,11.0
Miami Grand Prix,2023,STR,Aston Martin,26.0,83.0,10.333333333333334,5.0,88.476,93.15546428571429,18.0,12.0
Miami Grand Prix,2023,BOT,Alfa Romeo,4.0,6.0,15.666666666666666,16.0,87.564,93.3672142857143,10.0,13.0
Miami Grand Prix,2023,ALB,Williams,1.0,1.0,16.666666666666668,15.666666666666666,87.795,93.35278571428572,11.0,14.0
Miami Grand Prix,2023,HUL,Haas F1 Team,6.0,7.0,12.0,15.666666666666666,87.903,93.40121428571429,12.0,15.0
Miami Grand Prix,2023,ZHO,Alfa Romeo,2.0,6.0,13.666666666666666,16.0,88.091,93.40669642857142,14.0,16.0
Miami Grand Prix,2023,NOR,McLaren,10.0,14.0,10.666666666666666,9.333333333333334,88.394,93.53937499999999,16.0,17.0
Miami Grand Prix,2023,DEV,AlphaTauri,0.0,2.0,16.333333333333332,15.0,88.395,93.55376785714286,15.0,18.0
Miami Grand Prix,2023,PIA,McLaren,4.0,14.0,11.333333333333334,9.333333333333334,88.484,94.07260000000001,19.0,19.0
Miami Grand Prix,2023,SAR,Williams,0.0,1.0,16.0,15.666666666666666,88.577,94.28705454545454,20.0,20.0
Monaco Grand Prix,2023,VER,Red Bull Racing,111.0,207.0,1.3333333333333333,1.6666666666666667,71.365,83.7369090909091,1.0,1.0
Monaco Grand Prix,2023,ALO,Aston Martin,72.0,98.0,3.3333333333333335,7.333333333333333,71.449,84.08277922077922,2.0,2.0
Monaco Grand Prix,2023,OCO,Alpine,6.0,14.0,12.666666666666666,10.666666666666666,71.553,84.18611688311688,3.0,3.0
Monaco Grand Prix,2023,HAM,Mercedes,54.0,88.0,4.666666666666667,6.0,71.725,84.18775324675325,5.0,4.0
Monaco Grand Prix,2023,RUS,Mercedes,34.0,88.0,10.0,6.0,71.964,84.32307792207793,8.0,5.0
Monaco Grand Prix,2023,LEC,Ferrari,27.0,67.0,10.0,5.666666666666667,71.471,84.47742857142856,6.0,6.0
Monaco Grand Prix,2023,GAS,Alpine,8.0,14.0,11.666666666666666,10.666666666666666,71.933,84.47585714285714,7.0,7.0
Monaco Grand Prix,2023,SAI,Ferrari,40.0,67.0,7.333333333333333,5.666666666666667,71.63,84.51923376623377,4.0,8.0
Monaco Grand Prix,2023,NOR,McLaren,10.0,14.0,10.666666666666666,15.666666666666666,72.254,84.78956578947368,10.0,9.0
